pair,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2
"('NCA', 'NXC')",,False,False,False,False
"('NVG', 'NKX')",,False,False,False,False
"('NTX', 'NXQ')",,False,False,False,False
"('NXN', 'NXQ')",,False,True,False,False
"('NMT', 'NXR')",,False,False,False,False
"('NMZ', 'NCB')",,False,False,False,False
"('NYV', 'NCB')",,False,False,False,False
"('NXQ', 'NEA')",,False,False,False,False
"('NMS', 'NXJ')",,False,False,False,False
"('NHA', 'NXC')",,True,False,False,False
"('NMY', 'NMI')",,False,False,False,True
"('NPV', 'NYV')",,False,True,False,False
"('NUM', 'NIQ')",,False,True,False,False
"('NUM', 'NEA')",,False,False,False,False
"('NPN', 'NXC')",,False,True,False,False
"('NID', 'NXQ')",,False,False,False,False
"('NAN', 'NMS')",,False,False,False,False
"('BTZ', 'BDJ')",,True,False,False,False
"('NXP', 'NXQ')",,False,False,False,False
"('NKG', 'NEA')",,False,False,False,False
"('NAN', 'NCB')",,False,False,False,False
"('NEV', 'NXJ')",,False,False,False,False
"('NZF', 'NEA')",,False,False,False,False
"('NXP', 'NOM')",,False,False,False,False
"('NKX', 'NXR')",,False,False,False,False
"('NQP', 'NIQ')",,False,False,False,False
"('NAD', 'NNY')",,False,False,False,False
"('NMY', 'NNY')",,False,False,False,False
"('NEV', 'NAC')",,False,False,False,False
"('NHA', 'NXR')",,True,False,False,True
"('NXQ', 'NJV')",,True,False,False,False
"('NXC', 'NRK')",,False,False,True,False
"('NPV', 'NXJ')",,False,False,False,False
"('NMY', 'NEA')",,False,False,False,True
"('NAN', 'NXP')",,False,False,False,False
"('NPV', 'NRK')",,False,False,False,False
"('NXJ', 'NAC')",,False,False,False,True
"('NAN', 'NUW')",,False,False,False,False
"('NKG', 'NMI')",,False,False,False,False
"('NXR', 'NJV')",,False,False,False,False
"('NAD', 'NCB')",,False,False,True,False
"('NZF', 'NTX')",,False,False,False,False
"('NMT', 'NCB')",,False,False,False,False
"('NMT', 'NRK')",,False,True,False,False
"('NAN', 'NAZ')",,False,False,False,False
"('NVG', 'NAN')",,False,False,False,False
"('NHA', 'NMT')",,True,False,False,True
"('NMY', 'NXC')",,False,False,False,False
"('SX', 'SCX')",,False,False,DISSOLVED,DISSOLVED
"('NZF', 'NAZ')",,False,False,False,False
"('NMT', 'NKG')",,False,True,False,False
"('NCA', 'NXP')",,True,False,False,False
"('NUW', 'NNY')",,True,False,False,False
"('NXP', 'NXJ')",,False,False,True,False
"('NMY', 'NUM')",,False,True,False,False
"('NMY', 'NUV')",,False,False,False,False
"('NXR', 'NXJ')",,False,False,False,False
"('RGLS', 'MRSN')",,False,False,False,False
"('NKX', 'NUW')",,False,False,False,False
"('NUV', 'NAC')",,False,False,False,False
"('NCA', 'NKG')",,False,True,False,False
"('NXP', 'NAC')",,False,False,False,False
"('NVG', 'NAZ')",,False,False,False,False
"('NXP', 'NYV')",,False,False,True,False
"('NXR', 'NCB')",,False,False,True,False
"('NEV', 'NMS')",,False,False,False,False
"('NAZ', 'NUO')",,False,False,False,False
"('NMY', 'NPV')",,False,False,False,True
"('NRK', 'NJV')",,True,True,False,False
"('NPV', 'NXR')",,False,False,True,False
"('NMZ', 'NMT')",,False,False,False,False
"('NXQ', 'NUW')",,False,False,False,False
"('NXN', 'NTX')",,False,False,False,False
"('NMI', 'NAC')",,False,False,False,True
"('NAD', 'NIM')",,False,False,False,False
"('NXQ', 'NXJ')",,False,False,False,False
"('NPN', 'NIQ')",,False,False,False,False
"('NEV', 'NHA')",,False,False,False,False
"('NKX', 'NMS')",,False,False,False,False
"('NCA', 'NAN')",,False,False,False,False
"('QQQX', 'JTD')",,False,False,False,False
"('NMY', 'NQP')",,False,False,False,False
"('NMT', 'NQP')",,False,True,False,False
"('NAZ', 'NKX')",,False,False,False,False
"('NUM', 'NRK')",,False,False,True,False
"('NEV', 'NIM')",,False,False,False,False
"('PAGP', 'PAA')",,False,False,True,False
"('NUV', 'NAD')",,False,False,False,False
"('NKX', 'NYV')",,False,False,True,False
"('NCA', 'NMS')",,False,False,False,False
"('NMZ', 'NIQ')",,False,False,False,False
"('NTX', 'NHA')",,True,False,False,False
"('NUO', 'NEA')",,False,False,False,False
"('NZF', 'NXJ')",,False,False,False,False
"('NEV', 'NVG')",,False,False,False,False
"('NMT', 'NAC')",,False,True,False,False
"('NXP', 'NMS')",,False,False,False,False
"('JTD', 'JCE')",,False,False,False,True
"('NTX', 'NMS')",,False,False,False,False
"('NIM', 'NXR')",,False,False,False,True
"('NXN', 'NXR')",,False,True,True,False
"('NPV', 'NEA')",,False,False,False,True
"('NKG', 'NKX')",,False,False,False,False
"('NAZ', 'NOM')",,False,False,False,False
"('NAZ', 'NXC')",,False,False,False,False
"('NMI', 'NMS')",,False,False,False,False
"('NMI', 'NQP')",,False,False,False,False
"('NXC', 'NOM')",,False,False,False,False
"('NID', 'NNY')",,False,False,False,True
"('NMY', 'NAD')",,False,False,True,False
"('NCA', 'NEV')",,False,False,True,True
"('NXN', 'NUO')",,False,True,False,False
"('NPN', 'NUV')",,False,False,False,False
"('NMT', 'NIM')",,False,True,False,False
"('NCA', 'NPV')",,False,False,False,False
"('NAD', 'NUO')",,True,False,False,False
"('NAZ', 'NIM')",,False,False,False,False
"('NUV', 'NQP')",,False,False,False,False
"('NTX', 'NXC')",,False,False,False,False
"('NXP', 'NCB')",,False,False,True,False
"('NPV', 'NMS')",,False,False,False,False
"('NTX', 'NEV')",,False,False,False,False
"('NAN', 'NUM')",,False,False,False,False
"('NUV', 'NZF')",,False,False,False,False
"('NZF', 'NOM')",,False,False,False,False
"('NCA', 'NMI')",,False,False,False,False
"('NXP', 'NEA')",,False,False,False,False
"('NXQ', 'NKX')",,False,False,False,False
"('NMI', 'NIM')",,False,False,False,False
"('NYV', 'NJV')",,False,False,False,False
"('NID', 'NAD')",,False,False,False,False
"('NXP', 'NXR')",,False,False,False,False
"('NAD', 'NEA')",,True,True,False,False
"('NUV', 'NIQ')",,False,False,False,False
"('NKX', 'NOM')",,False,False,False,False
"('NTX', 'NIQ')",,False,False,False,False
"('NID', 'NXC')",,False,False,False,False
"('NAD', 'NRK')",,True,False,False,False
"('NTX', 'NAC')",,False,False,False,False
"('NPV', 'NCB')",,False,False,True,False
"('NCA', 'NTX')",,False,False,True,False
"('NAN', 'NMI')",,False,False,False,True
"('NCA', 'NIQ')",,False,False,False,False
"('NPN', 'NCA')",,False,False,False,True
"('NTX', 'NAD')",,False,False,False,False
"('NXQ', 'NIM')",,True,False,False,False
"('NMS', 'NIM')",,False,False,False,False
"('NAZ', 'NMI')",,True,False,False,False
"('NXC', 'NUO')",,False,False,False,False
"('NCA', 'NAZ')",,False,False,False,False
"('NCA', 'NEA')",,False,False,False,False
"('NUM', 'NIM')",,False,False,False,False
"('NXR', 'NAC')",,False,False,False,False
"('NCA', 'NZF')",,False,False,False,False
"('NEV', 'NQP')",,False,False,True,False
"('NNY', 'NXR')",,True,False,False,True
"('NOM', 'NAC')",,False,False,False,False
"('NMZ', 'NMY')",,False,False,False,False
"('NKX', 'NIM')",,False,False,False,False
"('NID', 'NAC')",,False,False,False,False
"('NMY', 'NYV')",,False,False,True,False
"('NZF', 'NKG')",,False,False,False,False
"('NMT', 'NAZ')",,False,True,False,False
"('NAN', 'NRK')",,False,False,False,False
"('NPV', 'NXP')",,False,False,False,False
"('NMT', 'NXC')",,False,True,False,False
"('NKX', 'NXJ')",,False,False,False,False
"('NUO', 'NXJ')",,False,False,False,False
"('NHA', 'NUM')",,True,False,False,False
"('NMT', 'NAD')",,False,False,False,False
"('NVG', 'NNY')",,False,False,False,False
"('NJV', 'NXJ')",,False,False,False,False
"('NZF', 'NYV')",,False,False,True,False
"('NPN', 'NAD')",,False,False,False,False
"('NXN', 'NID')",,False,False,True,False
"('BLW', 'BME')",,False,False,False,False
"('NUM', 'NXR')",,False,False,False,False
"('NKG', 'NYV')",,False,False,False,False
"('NHA', 'NUO')",,True,False,False,False
"('NHA', 'NPV')",,True,False,False,True
"('NUV', 'NID')",,False,False,True,False
"('NYV', 'NRK')",,False,False,True,False
"('NAZ', 'NEA')",,False,False,False,False
"('NPN', 'NEV')",,False,True,False,False
"('NUM', 'NQP')",,False,False,True,False
"('NAZ', 'NRK')",,False,False,False,False
"('NXN', 'NMS')",,False,False,False,False
"('NAD', 'NJV')",,True,False,False,False
"('NKG', 'NXQ')",,False,False,False,False
"('NXN', 'NJV')",,False,False,False,False
"('NMT', 'NXJ')",,False,True,True,False
"('NAD', 'NMS')",,False,False,False,False
"('NMY', 'NAN')",,False,False,False,False
"('NZF', 'NID')",,False,False,True,False
"('NAZ', 'NXR')",,False,False,False,False
"('NAZ', 'NMS')",,True,False,False,False
"('NOM', 'NNY')",,False,False,False,False
"('NZF', 'NUW')",,False,False,False,False
"('NPN', 'NAC')",,False,True,False,False
"('NXC', 'NCB')",,False,False,False,False
"('NUO', 'NJV')",,False,False,True,False
"('NID', 'NKG')",,True,False,False,False
"('NXP', 'NAD')",,False,False,True,False
"('RGLS', 'SYBX')",,False,False,False,False
"('NAN', 'NQP')",,False,False,False,False
"('NXQ', 'NIQ')",,False,False,False,False
"('NUM', 'NAZ')",,False,False,False,False
"('NOM', 'NYV')",,False,False,False,False
"('NYV', 'NXR')",,False,False,False,False
"('NCB', 'NXJ')",,True,False,True,False
"('NXQ', 'NAZ')",,False,False,False,False
"('NMZ', 'NVG')",,False,False,False,False
"('NUV', 'NKG')",,False,False,False,False
"('NUV', 'NTX')",,False,False,False,False
"('NAN', 'NXJ')",,False,False,False,False
"('NEA', 'NAC')",,False,False,False,False
"('NCA', 'NRK')",,False,False,False,False
"('NXN', 'NKG')",,False,False,False,False
"('NAZ', 'NCB')",,False,False,False,False
"('NPN', 'NIM')",,False,False,False,False
"('NCA', 'NXJ')",,False,False,True,False
"('NMY', 'NKG')",,False,False,False,False
"('NZF', 'NIM')",,False,False,False,False
"('JRO', 'JTA')",,False,False,False,False
"('NMY', 'NXR')",,False,False,False,True
"('NMT', 'NOM')",,False,True,False,False
"('NMI', 'NOM')",,False,False,False,False
"('NXC', 'NMS')",,False,False,False,False
"('NXC', 'NXR')",,False,False,False,False
"('NNY', 'NEA')",,True,False,False,False
"('NAN', 'NIM')",,False,False,False,False
"('NZF', 'NUO')",,False,False,False,False
"('NMT', 'NXP')",,False,False,False,False
"('NPV', 'NAZ')",,False,False,False,False
"('NAN', 'NXR')",,False,False,False,True
"('NPN', 'NVG')",,False,False,False,False
"('NPN', 'NXP')",,False,False,False,False
"('NEV', 'NAD')",,False,False,True,False
"('NPV', 'NIQ')",,False,False,False,False
"('NXC', 'NEA')",,False,False,False,False
"('NYV', 'NXJ')",,False,True,True,False
"('NCA', 'NCB')",,False,False,False,False
"('NXN', 'NPV')",,False,True,True,False
"('NZF', 'NKX')",,False,False,False,False
"('BLW', 'BTZ')",,False,True,True,True
"('NAD', 'NXR')",,False,False,False,False
"('NID', 'NHA')",,False,False,False,False
"('NYV', 'NIM')",,False,False,False,False
"('NVG', 'NMT')",,False,True,False,False
"('NPN', 'NCB')",,False,False,False,False
"('NCA', 'NNY')",,False,False,False,False
"('BTZ', 'BGT')",,False,False,False,False
"('NQP', 'NYV')",,False,False,True,False
"('NMT', 'NEA')",,False,False,False,False
"('NEV', 'NXC')",,False,True,True,False
"('NEV', 'NOM')",,False,False,False,False
"('NTX', 'NNY')",,False,False,False,False
"('NPN', 'NXN')",,False,False,False,False
"('NEV', 'NUM')",,False,False,False,False
"('NMT', 'NYV')",,False,True,True,False
"('NUM', 'NAC')",,False,False,False,False
"('NVG', 'NIQ')",,False,False,False,False
"('NXN', 'NIQ')",,False,True,True,True
"('NXN', 'NEA')",,False,True,False,False
"('NMS', 'NUW')",,False,False,False,False
"('NOM', 'NXR')",,False,False,False,False
"('NUM', 'NXJ')",,False,False,True,False
"('NKG', 'NNY')",,False,False,False,False
"('NMI', 'NAD')",,False,False,False,False
"('BLW', 'BDJ')",,False,False,False,False
"('NUV', 'NXC')",,False,False,False,False
"('NEV', 'NMI')",,False,False,False,False
"('NHA', 'NAN')",,False,False,False,False
"('NUM', 'NXQ')",,False,False,False,False
"('NID', 'NIQ')",,True,False,False,False
"('NYV', 'NUO')",,False,False,False,False
"('NPN', 'NRK')",,False,True,False,False
"('NZF', 'NRK')",,False,False,False,False
"('NXC', 'NYV')",,False,True,False,False
"('BGR', 'BME')",,False,False,False,False
"('NZF', 'NHA')",,False,False,False,False
"('NMT', 'NPV')",,False,True,False,False
"('NXN', 'NMT')",,False,False,False,False
"('NXP', 'NAZ')",,False,False,False,False
"('NPV', 'NMI')",,False,False,False,False
"('NMZ', 'NUW')",,False,True,False,False
"('NCA', 'NAC')",,False,False,False,False
"('NUW', 'NAC')",,True,False,False,False
"('NID', 'NQP')",,True,False,False,False
"('NXP', 'NIQ')",,False,True,False,False
"('NZF', 'NMS')",,False,False,False,False
"('NKG', 'NJV')",,True,False,False,False
"('NXC', 'NIM')",,False,False,False,False
"('NXN', 'NKX')",,False,True,False,False
"('NUM', 'NAD')",,False,False,True,False
"('NOM', 'NQP')",,False,False,False,False
"('HY', 'NC')",,False,False,False,False
"('NMI', 'NXC')",,False,False,False,False
"('NHA', 'NMS')",,False,False,False,True
"('NVG', 'NXJ')",,False,False,False,False
"('NPN', 'JHA')",,,True,False,False
"('YEXT', 'PSTG')",,,False,False,False
"('BGR', 'HYT')",,,False,False,False
"('NFJ', 'NCZ')",,,False,False,False
"('HY', 'HBB')",,,True,False,False
"('BGY', 'BDJ')",,,False,False,False
"('ISL', 'ABE')",,,False,False,DISSOLVED
"('NCB', 'JHA')",,,False,False,False
"('ABE', 'LAQ')",,,True,False,DISSOLVED
"('ISL', 'LAQ')",,,False,False,DISSOLVED
"('NYV', 'JHA')",,,False,False,False
"('HBB', 'NC')",,,False,False,False
"('CRCM', 'APPN')",,,False,False,False
"('BGT', 'BDJ')",,,False,False,False
"('GLV', 'GLQ')",,,False,False,False
"('ALNY', 'ALKS')",,,False,False,False
"('UMH', 'MNR')",,,False,False,False
"('OCSL', 'OCSI')",,,False,False,False
"('GAB', 'GGZ')",,,False,False,False
"('NCV', 'NFJ')",,,False,False,False
"('NIE', 'NCZ')",,,False,False,False
"('CFI', 'CULP')",,,False,False,False
"('NJV', 'NCB')",,,False,False,False
"('NCV', 'NCZ')",,,True,False,False
"('ALRM', 'RPD')",,,False,False,True
"('MSGN', 'MSG')",,,False,False,False
"('NIE', 'NFJ')",,,False,False,False
"('NIE', 'NCV')",,,False,False,False
"('NS', 'NSH')",,,False,False,True
"('NJV', 'JHA')",,,False,False,False
"('AM', 'AR')",,,False,False,False
"('SBBP', 'ABIO')",,,,False,False
"('INF', 'CEN')",,,,False,False
"('BGR', 'BDJ')",,,,False,False
"('AINC', 'AHT')",,,,False,False
"('GLIBA', 'QRTEA')",,,,False,False
"('JDD', 'JLS')",,,,True,False
"('ABIO', 'TCON')",,,,False,False
"('MTGE', 'AGNC')",,,,False,False
"('CCL', 'CUK')",,,,False,False
"('RA', 'CEN')",,,,False,False
"('ABIO', 'TSRO')",,,,False,False
"('GNCA', 'SBBP')",,,,False,False
"('ABIO', 'ADAP')",,,,False,False
"('GNCA', 'SYBX')",,,,False,False
"('BGR', 'BTZ')",,,,False,False
"('MPLX', 'MPC')",,,,False,False
"('APPN', 'ADAP')",,,,False,False
"('HYT', 'BTZ')",,,,True,False
"('GNCA', 'ABIO')",,,,False,False
"('SBBP', 'TCON')",,,,False,False
"('ENLK', 'ENLC')",,,,False,False
"('OLP', 'BRT')",,,,True,False
"('GHY', 'ISD')",,,,True,False
"('ADAP', 'TSRO')",,,,False,False
"('APPN', 'TSRO')",,,,False,False
"('ADX', 'PEO')",,,,False,False
"('APPN', 'TCON')",,,,False,False
"('NEP', 'NEE')",,,,False,False
"('BGR', 'BLW')",,,,False,True
"('TCON', 'TSRO')",,,,False,False
"('GNCA', 'ADAP')",,,,False,False
"('BOE', 'BGY')",,,,True,False
"('GNCA', 'TCON')",,,,False,False
"('GNCA', 'TSRO')",,,,False,False
"('UBP', 'UBA')",,,,False,False
"('APPN', 'SBBP')",,,,False,False
"('INF', 'RA')",,,,False,False
"('APPN', 'ABIO')",,,,False,False
"('SBBP', 'SYBX')",,,,False,False
"('HBB', 'HY')",,,,False,False
"('CTBI', 'CTIC')",,,,False,False
"('SBBP', 'ADAP')",,,,False,False
"('HYT', 'BDJ')",,,,False,False
"('GNCA', 'APPN')",,,,False,False
"('APPN', 'SYBX')",,,,False,False
"('ABIO', 'SYBX')",,,,False,False
"('SYBX', 'TCON')",,,,False,False
"('SBBP', 'TSRO')",,,,False,False
"('HYT', 'BLW')",,,,True,False
"('TMQ', 'TMW')",,,,False,False
"('ADAP', 'TCON')",,,,False,False
"('BGY', 'BTZ')",,,,False,False
"('SYBX', 'TSRO')",,,,False,False
"('USA', 'ASG')",,,,False,False
"('SYBX', 'ADAP')",,,,False,False
