pair,2017Q2,2017Q3
"('RF', 'EGIF')",False,False
"('MGEE', 'ES')",False,False
"('ADX', 'EMCF')",False,False
"('ICCH', 'IDCC')",False,False
"('VTA', 'WLH')",False,False
"('ACRS', 'PRO')",False,False
"('SANW', 'GEC')",False,False
"('SLAB', 'MTDR')",False,False
"('HALO', 'ARL')",False,False
"('STT', 'FMFG')",False,False
"('ETY', 'VNCE')",False,False
"('OII', 'HWKN')",False,False
"('ITT', 'NGHC')",False,False
"('MCEP', 'NATH')",False,False
"('IDTI', 'ASFI')",False,False
"('S', 'NYMX')",True,False
"('CFG', 'MX')",False,False
"('IMDZ', 'BRKS')",False,False
"('AXDX', 'PDFS')",False,False
"('ORA', 'ANET')",False,False
"('KE', 'NVTR')",False,False
"('CLRO', 'ADMA')",False,False
"('FLO', 'FR')",False,False
"('FUN', 'PXD')",False,False
"('CLPR', 'POPE')",False,False
"('PCAR', 'SJW')",False,False
"('ASTE', 'JTPY')",False,False
"('SSTK', 'HCA')",False,False
"('VCV', 'AFG')",False,False
"('AKBA', 'FLL')",False,False
"('NURO', 'ORCL')",False,False
"('GNBC', 'TER')",False,False
"('UNFI', 'NIHD')",False,True
"('SELF', 'TPC')",False,False
"('JBLU', 'SGEN')",False,False
"('ISBA', 'SNOA')",False,False
"('SOHO', 'SPDL')",False,False
"('ERA', 'VGR')",False,False
"('RE', 'PTN')",False,True
"('RE', 'CYAN')",False,False
"('EXPR', 'CLEV')",False,False
"('K', 'BXP')",False,False
"('SYF', 'GBAB')",False,False
"('ENLK', 'STMP')",False,False
"('IBOC', 'OI')",False,False
"('PTGX', 'TWLO')",False,False
"('OKE', 'PFE')",False,False
"('REED', 'SODI')",False,False
"('INSE', 'ELY')",False,False
"('VTGN', 'UFS')",False,False
"('WFC', 'PZZA')",False,False
"('NBHC', 'SBPH')",False,False
"('RM', 'KALV')",False,False
"('CNK', 'JBHT')",False,False
"('UNF', 'ABM')",False,False
"('TENX', 'AZPN')",False,False
"('BASI', 'CNIG')",False,False
"('NBIO', 'IPCC')",True,DISSOLVED
"('SSI', 'GFED')",False,False
"('ANSS', 'IRDM')",False,False
"('AYI', 'EML')",True,False
"('ASG', 'UDR')",False,False
"('WEC', 'ERA')",False,False
"('BVSN', 'TIPWX')",False,True
"('CUK', 'VSTM')",False,False
"('KIM', 'SON')",False,False
"('LLNW', 'RST')",False,False
"('MU', 'CIIX')",False,False
"('NDAQ', 'CSOD')",False,False
"('RBC', 'NI')",False,False
"('CUI', 'AUMN')",False,False
"('MKTY', 'NUE')",False,False
"('GGM', 'KNX')",False,False
"('CHD', 'UPLD')",False,False
"('BBF', 'ISBC')",False,False
"('RARX', 'MDP')",False,False
"('FMCB', 'AHGP')",False,False
"('INGN', 'SLM')",False,False
"('FUNC', 'BSRR')",False,False
"('NWFL', 'HOLX')",False,False
"('NHF', 'ESOA')",False,False
"('JCAP', 'AMH')",False,False
"('LGL', 'EVO')",False,False
"('CE', 'PTEN')",False,False
"('STBZ', 'NSM')",False,False
"('BR', 'MSLP')",False,False
"('CSU', 'LBRDA')",False,False
"('AVD', 'USNA')",True,False
"('TDY', 'FISI')",False,False
"('NTLA', 'DVN')",False,False
"('MIW', 'IDT')",False,False
"('RESN', 'CPRT')",False,False
"('JOB', 'CBAY')",False,False
"('SMMF', 'SAIC')",False,False
"('EFSI', 'UAL')",False,False
"('AGRX', 'ACAD')",False,False
"('XCBFX', 'MUSA')",False,False
"('COUP', 'VVUS')",False,False
"('EGOV', 'AMRH')",False,False
"('CDXS', 'WEN')",False,False
"('IBAL', 'NRBT')",False,True
"('VKQ', 'MIW')",True,True
"('IIVI', 'CACC')",False,False
"('ATGE', 'NPHC')",False,False
"('CXO', 'CACC')",False,False
"('ISNS', 'CRK')",False,False
"('STRA', 'OMED')",False,False
"('MS', 'BBEPQ')",False,False
"('GTOR', 'EIGI')",False,False
"('STRT', 'UCBA')",False,DISSOLVED
"('SNGX', 'BIIB')",False,False
"('BME', 'ENPH')",False,False
"('CAT', 'PFLEX')",True,False
"('ADM', 'CAVM')",False,False
"('ASG', 'GLW')",False,False
"('CATS', 'MDC')",False,False
"('CALD', 'CVV')",False,False
"('MVC', 'GMS')",False,False
"('EIG', 'HHS')",False,False
"('NTWK', 'ADRO')",False,False
"('DIN', 'XXII')",False,False
"('AGCO', 'XRM')",True,False
"('AEY', 'SCI')",False,False
"('MTCH', 'LDL')",False,False
"('SDPI', 'ETM')",False,False
"('KNDI', 'SELB')",False,False
"('MMT', 'SHLM')",False,False
"('ENBP', 'ATRS')",False,False
"('KNL', 'GMZ')",False,False
"('JGH', 'DCOM')",False,False
"('TLRS', 'FNGN')",False,DISSOLVED
"('CVEO', 'BIOL')",False,False
"('NVIV', 'TDY')",False,False
"('HOPE', 'AYX')",False,False
"('MEDP', 'AINV')",False,False
"('ABCB', 'MDXG')",False,False
"('INSE', 'AFAM')",False,False
"('FSBW', 'SIX')",False,False
"('EXAC', 'JEQ')",False,DISSOLVED
"('RP', 'VCYT')",False,False
"('ENCR', 'OLED')",False,False
"('CTGO', 'DORM')",True,False
"('KIM', 'SF')",False,False
"('ASPS', 'PROV')",False,False
"('MRCC', 'TY')",False,False
"('COTV', 'NNI')",False,False
"('SRLP', 'AGNC')",False,False
"('VMW', 'ETB')",False,False
"('MVBF', 'ETSY')",False,False
"('WVFC', 'RHNO')",False,False
"('PUB', 'SITE')",False,False
"('EGY', 'PBIP')",False,False
"('FIZZ', 'OMED')",False,True
"('ATEN', 'CATO')",False,False
"('KRP', 'SGEN')",False,False
"('VNDA', 'LOB')",False,False
"('TNH', 'MUR')",False,False
"('IVAC', 'FTR')",False,False
"('LNDC', 'SRE')",True,False
"('SLAB', 'TACT')",False,False
"('SCON', 'TITN')",True,False
"('EZPW', 'MOV')",False,False
"('PDCO', 'GTT')",False,False
"('FLXN', 'UBFO')",False,False
"('ST', 'CME')",True,False
"('MGLN', 'BFIN')",False,False
"('UTX', 'CPAH')",False,False
"('TPZ', 'ELEC')",False,False
"('CCEL', 'VTVT')",False,False
"('ALX', 'WYNN')",False,False
"('PCH', 'XWAMX')",True,False
"('MKTY', 'RDI')",False,True
"('ELEC', 'RRTS')",False,False
"('PDCO', 'UEC')",False,False
"('HMN', 'CERN')",False,False
"('TIVO', 'MGM')",False,False
"('BCRX', 'COBZ')",False,DISSOLVED
"('FSB', 'SBSI')",False,False
"('COHU', 'GNMK')",False,False
"('ISRG', 'ENPH')",False,False
"('EPAY', 'GSBD')",False,False
"('DRE', 'INN')",False,False
"('MHK', 'BBY')",False,False
"('JCTCF', 'ARDX')",False,False
"('OVBC', 'BSGM')",False,False
"('TROX', 'ATRO')",False,False
"('FLEX', 'WYNN')",False,False
"('BCOR', 'PRPH')",False,False
"('CTMX', 'KFFB')",False,False
"('VNRX', 'NJV')",False,False
"('GPX', 'PANL')",False,False
"('GNCMA', 'NDP')",True,DISSOLVED
"('CTG', 'HIBB')",False,True
"('MTEX', 'FCAP')",False,False
"('CLSH', 'PJT')",False,False
"('CTL', 'GES')",False,False
"('ED', 'MEN')",False,False
"('FMBI', 'SBI')",False,False
"('AEMD', 'EQR')",True,False
"('NBR', 'DIS')",False,False
"('TUP', 'SPPI')",False,False
"('PDCO', 'NMFC')",False,False
"('CATS', 'STKL')",False,False
"('ACGL', 'NS')",False,True
"('CDK', 'MELR')",False,False
"('DISCA', 'NWBO')",False,False
"('PTSI', 'SMID')",False,False
"('FCX', 'INO')",False,True
"('CORI', 'NVTR')",False,False
"('EMMS', 'EIGR')",False,False
"('ADX', 'ANTM')",True,False
"('NFLX', 'PTLA')",False,False
"('DYN', 'PPL')",False,False
"('SKT', 'FTMR')",False,False
"('REG', 'MHLD')",False,False
"('ED', 'MCEP')",False,False
"('PEP', 'EMD')",False,False
"('CNMD', 'TPZ')",False,False
"('TCBI', 'LGND')",False,False
"('IDTI', 'RGLD')",False,False
"('FTV', 'AXTI')",False,False
"('MMC', 'EBSB')",False,False
"('ADM', 'PMT')",False,False
"('GNMK', 'EGHT')",False,False
"('XNCR', 'CTXS')",False,False
"('PFSW', 'NOV')",False,False
"('KNDI', 'NTIP')",False,False
"('SYNC', 'QHC')",True,False
"('PKOH', 'ARLP')",False,False
"('IROQ', 'MBCN')",False,False
"('BMI', 'ACLS')",False,False
"('ODP', 'IEP')",False,False
"('WTR', 'VOYA')",False,False
"('FBP', 'STON')",False,False
"('BNFT', 'MGNX')",False,False
"('VYGR', 'HABT')",False,False
"('HZN', 'FTAI')",False,False
"('ACC', 'BL')",False,False
"('INOD', 'GPRE')",False,False
"('CMI', 'ZAIS')",False,False
"('KOS', 'SAL')",False,True
"('CF', 'MCFT')",False,False
