pair,2018Q1,2018Q2
"('BWA', 'EVRI')",False,False
"('UCBI', 'AMWD')",False,False
"('FCAP', 'PGRE')",False,False
"('RL', 'BWEN')",False,False
"('JLS', 'EXPR')",False,False
"('RGUS', 'KMPR')",False,True
"('DAL', 'WSTRF')",False,False
"('SYBT', 'MLP')",True,False
"('NSEC', 'APD')",False,False
"('WABC', 'HIX')",False,False
"('MPX', 'RYAM')",False,False
"('DIN', 'EVV')",False,False
"('LAND', 'SUPN')",False,True
"('CCRN', 'IMDZ')",False,False
"('APVO', 'STAG')",False,False
"('RRC', 'BMXC')",False,False
"('ESE', 'MCI')",False,False
"('WLH', 'JCO')",False,False
"('SBGI', 'SLAB')",False,False
"('ANET', 'EVM')",False,False
"('XOMA', 'SGMS')",False,False
"('NTNX', 'DNI')",False,False
"('ISRG', 'INTT')",False,False
"('STCB', 'SBI')",False,DISSOLVED
"('INQD', 'ESGR')",False,False
"('NGVT', 'EMAN')",False,False
"('PZZA', 'TCON')",False,False
"('FOF', 'THRM')",False,False
"('IR', 'BH')",False,False
"('VREX', 'TPH')",False,True
"('ESNC', 'HT')",False,False
"('HESM', 'IGD')",False,False
"('PBBI', 'LCI')",True,False
"('SYTE', 'GRMN')",True,False
"('FUSB', 'BCLI')",False,False
"('NCMI', 'M')",False,False
"('TMQ', 'GTY')",False,False
"('WESFX', 'OSBC')",False,False
"('BR', 'PCYO')",False,True
"('CPE', 'PBI')",False,False
"('EXTR', 'LBC')",False,False
"('RES', 'KLIC')",False,False
"('HRC', 'ZIXI')",True,False
"('AMRS', 'EPD')",False,False
"('EFR', 'RLGY')",False,False
"('ASYS', 'JCOM')",False,False
"('AVD', 'WWW')",False,False
"('ACFC', 'IIF')",False,DISSOLVED
"('EIP', 'JKHY')",False,False
"('PXD', 'ITGR')",False,False
"('ZUMZ', 'DHI')",False,False
"('FCNCA', 'CLAR')",False,False
"('OHI', 'SBSI')",True,False
"('NUAN', 'ASFI')",False,False
"('TZOO', 'CGO')",False,False
"('GSAT', 'MTSI')",False,False
"('FHB', 'K')",False,False
"('LTRX', 'GCH')",False,DISSOLVED
"('DLTR', 'ORC')",False,False
"('SHLX', 'CSCO')",False,False
"('IGEN', 'ESSA')",False,False
"('KO', 'CDW')",False,False
"('TMHC', 'LLEX')",False,False
"('MTZ', 'LB')",False,False
"('PBF', 'XTNT')",False,False
"('PH', 'EPZM')",False,False
"('MWBC', 'IGD')",False,False
"('COT', 'EBAY')",False,False
"('TIPWX', 'ADM')",False,False
"('ATNX', 'HOFT')",False,False
"('DIN', 'BRG')",False,False
"('REG', 'SCSC')",False,False
"('EL', 'GNE')",False,False
"('MSP', 'UAN')",False,False
"('ASPS', 'MHO')",False,False
"('KURA', 'SRC')",False,False
"('GDI', 'RMD')",False,False
"('CBAI', 'RNR')",False,False
"('NWPX', 'RPAI')",False,False
"('RQI', 'KLIC')",False,False
"('FBIZ', 'KMX')",True,True
"('OPP', 'BJRI')",False,False
"('PRI', 'SGRY')",False,False
"('ESGR', 'ZION')",False,False
"('FT', 'ADSK')",False,False
"('AVEO', 'DLPH')",False,False
"('AXR', 'PSF')",False,True
"('SES', 'NXST')",False,False
"('SRTS', 'AFAM')",False,DISSOLVED
"('CATO', 'PNNT')",False,False
"('MCRI', 'ISIG')",False,False
"('VUZI', 'WUHN')",False,False
"('PFIN', 'FATE')",False,False
"('QUAD', 'AVX')",False,False
"('LMNX', 'GLAD')",False,False
"('CMPR', 'ELY')",False,False
"('DLA', 'BPOP')",False,False
"('FIVE', 'WSBF')",False,False
"('TISI', 'ARTX')",False,False
"('TURV', 'CERS')",False,False
"('WEYS', 'EFT')",False,False
"('ABUS', 'SPXX')",False,False
"('THG', 'EWLL')",False,False
"('AES', 'PBIP')",False,False
"('ON', 'MIE')",False,False
"('CLR', 'ALE')",False,False
"('SR', 'HBMD')",False,False
"('NSM', 'TSC')",False,False
"('BSTN', 'GLQ')",False,False
"('GMED', 'PFE')",False,False
"('WEN', 'FBMS')",False,False
"('BTT', 'WAFD')",False,False
"('TLSRP', 'BRT')",True,True
"('MDRX', 'KBH')",False,False
"('ARCW', 'EAT')",False,True
"('BWFG', 'NEE')",False,False
"('BKE', 'NBN')",True,False
"('MLI', 'MQY')",False,False
"('MCF', 'JAGX')",False,False
"('AMRS', 'ETG')",False,False
"('SERV', 'STRA')",False,False
"('WETF', 'SVT')",False,False
"('LLY', 'ACRL')",False,False
"('CRI', 'ZBRA')",False,False
"('ODFL', 'ITGR')",False,False
"('SAFE', 'GLTC')",False,False
"('RBC', 'CCS')",False,False
"('HCAP', 'LMRK')",True,False
"('BRK-A', 'AFH')",False,False
"('EFT', 'KALU')",False,False
"('WTS', 'MTDR')",False,False
"('BANR', 'FBNK')",False,False
"('HTA', 'KALA')",False,False
"('DGX', 'WHG')",False,False
"('TOL', 'PRKA')",False,False
"('PROV', 'LBCC')",True,False
"('AMGN', 'MTRX')",False,False
"('NCB', 'IGI')",False,False
"('ROL', 'PFGC')",False,False
"('DY', 'NODK')",False,False
"('RAIL', 'ALOT')",False,False
"('HBNC', 'SBSI')",False,False
"('ORMP', 'ADXS')",False,False
"('BPK', 'EVY')",False,False
"('BAH', 'CATS')",False,False
"('AMMJ', 'TRTN')",True,False
"('SBT', 'LWLG')",False,False
"('CBA', 'RUN')",False,False
"('CPRT', 'EL')",False,False
"('FAT', 'VGR')",False,False
"('TNRG', 'BBW')",False,False
"('BDN', 'PLUS')",False,False
"('UBSI', 'STKS')",False,False
"('DXC', 'QCOM')",False,False
"('NUW', 'LEA')",False,False
"('PHIL', 'PFLEX')",False,True
"('MGP', 'ABDC')",False,False
"('MMAC', 'RF')",False,False
"('AYR', 'BFS')",False,False
"('RCKY', 'ATLO')",False,False
"('MBOT', 'CSQ')",False,False
"('AIMT', 'PCF')",False,False
"('KOP', 'SAH')",True,False
"('CATB', 'LANC')",False,True
"('DOC', 'STFC')",False,False
"('BBRG', 'MBOT')",False,DISSOLVED
"('MIE', 'BCX')",False,False
"('MCA', 'DGTW')",False,False
"('TRMB', 'ACP')",False,False
"('BANF', 'JDD')",False,False
"('ON', 'CCLP')",False,False
"('MRLN', 'TREC')",False,False
"('HHC', 'PNF')",False,False
"('UTMD', 'FNCB')",False,False
"('ODFL', 'BSET')",False,False
"('FT', 'HT')",False,False
"('POR', 'CBL')",False,False
"('SATS', 'FIF')",False,False
"('APRN', 'CASS')",False,False
"('CYS', 'CELP')",False,False
"('PKTX', 'ICAD')",False,False
"('CAPS', 'MMM')",True,True
"('EE', 'DNR')",False,False
"('CATS', 'GRBK')",False,False
"('MRVL', 'NOM')",False,False
"('CLSK', 'LUNA')",False,False
"('NEPH', 'CPE')",False,False
"('HL', 'VABK')",False,False
"('AAN', 'MNK')",False,False
"('FOSL', 'GNMK')",False,False
"('CALD', 'FLL')",True,DISSOLVED
"('RQI', 'CLOW')",False,False
"('BOTJ', 'PRFT')",True,False
"('CMTL', 'FDX')",False,False
"('PNPL', 'DPZ')",True,False
"('COLL', 'LYTS')",False,False
"('TAGS', 'HMG')",False,False
"('MCO', 'CBMG')",False,False
"('FDS', 'COBZ')",False,False
"('PEI', 'ADES')",False,False
"('TYL', 'MCK')",False,False
"('HTLF', 'MCA')",False,False
"('GLPI', 'HLF')",False,False
"('JAZZ', 'AGFS')",False,False
"('HSTM', 'NSL')",False,False
"('IMDZ', 'FB')",False,False
"('SYX', 'SNDX')",False,False
"('WSCI', 'AMPH')",False,False
"('K', 'IDT')",False,False
"('XPO', 'LEA')",False,True
"('S', 'EMAN')",True,False
