pair,2017Q3,2017Q4
"('PFLEX', 'SBAC')",False,False
"('DDR', 'PRGX')",False,False
"('HTBK', 'JEC')",False,True
"('FPRX', 'CVCO')",False,False
"('AXTA', 'K')",False,False
"('SPTN', 'BCO')",False,False
"('NEON', 'JILL')",False,False
"('CALI', 'PFIS')",False,False
"('ACRL', 'QNST')",False,False
"('ACIW', 'CAA')",False,False
"('BNED', 'TOGL')",False,False
"('CLDR', 'PFSW')",False,False
"('DDS', 'MRIN')",False,False
"('SBAC', 'RMD')",False,False
"('SNAP', 'BKIT')",False,False
"('CLRB', 'GNTX')",False,False
"('ZNGA', 'OI')",False,False
"('PFMT', 'CZWI')",False,False
"('OVLY', 'VSTO')",False,False
"('INTC', 'ARI')",False,False
"('AEIS', 'CXP')",False,False
"('NBR', 'OSTK')",False,False
"('DRQ', 'FSBW')",False,False
"('UWN', 'PZZA')",False,False
"('ACTG', 'DMLP')",False,True
"('LOGM', 'CL')",True,True
"('AGCO', 'NRG')",False,False
"('IMCI', 'EXC')",True,True
"('TNC', 'EGIF')",False,False
"('EXPO', 'FTV')",False,False
"('SR', 'RST')",False,False
"('ENVA', 'PLT')",False,False
"('APD', 'WCC')",False,False
"('HCLP', 'RKDA')",False,False
"('UNIR', 'UEC')",False,False
"('CTSH', 'AVXL')",False,False
"('DST', 'IBOC')",False,False
"('ADP', 'BHVN')",False,False
"('TMO', 'PNM')",False,False
"('BANC', 'NPV')",False,False
"('LPI', 'FI')",False,False
"('ONVO', 'UCFC')",False,False
"('TISI', 'EVRI')",False,False
"('DHY', 'ADRO')",False,False
"('PBPB', 'NAC')",False,False
"('ORCL', 'KEYS')",False,False
"('LXRX', 'ZIXI')",False,False
"('DORM', 'AMC')",False,False
"('CENX', 'WMK')",False,False
"('DPLO', 'INFI')",False,False
"('FTV', 'KFY')",False,True
"('MD', 'EVY')",False,False
"('SAVE', 'WASH')",False,False
"('CVS', 'ATLS')",False,False
"('ADVM', 'FIT')",False,False
"('AAON', 'HPQ')",False,False
"('TYL', 'USAT')",False,False
"('LM', 'VGR')",False,False
"('DRE', 'FIT')",False,False
"('SSD', 'WIFI')",False,False
"('ROG', 'SBBX')",False,False
"('NTRS', 'ACTG')",False,False
"('CNC', 'HMMR')",False,False
"('JBHT', 'LEDS')",False,False
"('SYNC', 'TWER')",False,False
"('STAG', 'COKE')",False,False
"('ICPT', 'JAKK')",False,False
"('SPNE', 'IVC')",False,False
"('CPST', 'AMNB')",False,False
"('IRDM', 'TAUG')",False,True
"('BR', 'HSKA')",False,False
"('GYRO', 'BHE')",False,False
"('BANR', 'BRC')",False,False
"('KMI', 'NTGR')",False,False
"('TRU', 'ABCB')",False,False
"('VERU', 'SNCR')",False,False
"('COLM', 'TCBK')",False,False
"('WERN', 'PRCP')",False,False
"('QTNA', 'JHS')",False,False
"('BWFG', 'CBI')",False,False
"('CYDY', 'FTLF')",False,False
"('OLN', 'WEC')",False,False
"('EA', 'KOP')",False,False
"('CALD', 'USRM')",True,False
"('TROX', 'BGT')",False,False
"('CA', 'RDI')",False,False
"('ACAD', 'EVTC')",False,False
"('ANGI', 'XXII')",False,False
"('RMTI', 'SPXX')",False,False
"('EIP', 'REAC')",True,False
"('QDEL', 'OFED')",False,False
"('ACNB', 'AXE')",False,False
"('LUV', 'XEC')",False,False
"('UAL', 'CRK')",False,False
"('EBIX', 'IVR')",False,False
"('BCLI', 'PHH')",False,False
"('NAVB', 'RPMT')",False,False
"('AMTD', 'SPKE')",False,False
"('THS', 'MAR')",False,False
"('PEP', 'BMTC')",False,False
"('AIRG', 'RGC')",False,False
"('DZSI', 'FFIC')",False,False
"('FOF', 'USAC')",False,False
"('SNAP', 'WST')",False,False
"('MS', 'JPC')",False,False
"('ETH', 'CPWR')",False,False
"('SCS', 'GRC')",False,False
"('IRIX', 'FFG')",False,False
"('B', 'BTZ')",False,False
"('COG', 'CUTR')",False,False
"('BBGI', 'GVA')",False,False
"('AVDL', 'HGV')",False,False
"('NBR', 'MLFB')",False,False
"('GTE', 'KDMN')",False,False
"('FRGI', 'CCO')",False,False
"('HXL', 'WRD')",False,False
"('DDD', 'AXE')",False,False
"('CRUS', 'CRDB')",False,DISSOLVED
"('TXT', 'YUM')",False,False
"('ENTL', 'DXR')",False,False
"('SCWX', 'PHOT')",False,False
"('MFCO', 'NRG')",False,False
"('PXD', 'LPG')",False,False
"('NATR', 'TITN')",False,False
"('RCII', 'CTRN')",False,False
"('BRX', 'BLFS')",False,False
"('LCNB', 'GLT')",False,False
"('CCOI', 'ICE')",False,False
"('TAUG', 'MDP')",False,False
"('SCSC', 'KBH')",False,False
"('HVBC', 'AM')",False,False
"('S', 'MTD')",True,False
"('SANM', 'POST')",False,True
"('NWLI', 'ENRT')",False,False
"('SFHI', 'NSPX')",False,False
"('DLTR', 'CTXR')",False,False
"('EIM', 'ENLK')",False,False
"('DMF', 'TDY')",True,True
"('SWM', 'BHE')",False,False
"('FMNB', 'CKPT')",False,False
"('PIH', 'BKH')",False,False
"('GSAT', 'ENLK')",False,False
"('IT', 'MMP')",False,False
"('SHBI', 'HTGC')",False,False
"('ASIX', 'NHI')",False,False
"('TROV', 'FIX')",False,False
"('CRZO', 'ESNT')",False,False
"('OA', 'CAPL')",False,True
"('UVV', 'CWT')",False,False
"('TEN', 'MFSF')",False,False
"('DMPI', 'INSE')",False,False
"('IPG', 'MERC')",False,False
"('PMD', 'MSM')",False,False
"('CLCN', 'SCI')",False,False
"('RSSS', 'SQBG')",False,False
"('PROV', 'DSPG')",False,False
"('CVM', 'RTN')",False,False
"('FOR', 'JMP')",False,False
"('MCK', 'DLTR')",False,False
"('PGC', 'SOR')",False,False
"('GVP', 'RMAX')",False,True
"('ADVM', 'NHLD')",False,False
"('MSRT', 'ANAT')",False,False
"('FSFG', 'PRTS')",False,False
"('WPX', 'LODE')",False,False
"('ALK', 'OAS')",False,False
"('QURE', 'CABO')",False,False
"('CBAN', 'CPIX')",False,False
"('DRI', 'AMRN')",False,False
"('CPRX', 'SPRT')",False,False
"('AXTA', 'SLG')",False,False
"('OXLC', 'ALJJ')",False,False
"('NATR', 'WEN')",False,False
"('WMGI', 'TJX')",False,False
"('SENS', 'XPO')",False,False
"('LMAT', 'BHLB')",False,False
"('KINS', 'RMHB')",False,False
"('AAWW', 'PLNT')",False,False
"('LUV', 'HAL')",False,False
"('PIRS', 'MDT')",False,False
"('AWRE', 'RRR')",False,False
"('JHB', 'WRB')",True,False
"('MSRT', 'BRQS')",False,False
"('MPLX', 'IIIN')",False,False
"('XRAY', 'NEE')",False,False
"('MYOV', 'HWBK')",False,False
"('SKT', 'EMGC')",False,False
"('NXC', 'ALLE')",False,True
"('NLS', 'KIN')",False,False
"('SWN', 'TYG')",False,False
"('IHC', 'TMO')",False,False
"('DUK', 'OSTK')",False,False
"('BMI', 'NUS')",False,False
"('LYV', 'DCO')",False,False
"('AA', 'ESE')",False,False
"('TER', 'HAL')",False,False
"('G', 'CGO')",False,False
"('BXMX', 'QTS')",False,False
"('PRSC', 'CMXC')",False,False
"('PRSS', 'NIHD')",False,False
"('LCM', 'NUS')",False,False
"('ORA', 'RAIL')",False,False
"('NLY', 'CTXR')",False,False
"('IHC', 'CBB')",False,False
"('NRK', 'DXPE')",False,False
"('LCNB', 'ACU')",False,True
