pair,2018Q1,2018Q2
"('SGEN', 'IMMU')",False,False
"('ORHK', 'NYV')",False,False
"('INSM', 'BSTN')",False,False
"('ALEX', 'ABE')",False,DISSOLVED
"('NMZ', 'INN')",False,False
"('HIW', 'DEX')",True,False
"('BOOT', 'NYMT')",False,False
"('NSPR', 'VASO')",False,False
"('ZMTP', 'JPM')",False,False
"('HON', 'NBN')",False,False
"('HGV', 'AVP')",False,False
"('PDCO', 'LHCG')",False,False
"('PTGX', 'HDSN')",True,False
"('BFIN', 'THO')",False,False
"('KELYA', 'VMC')",False,True
"('QQQX', 'BXC')",False,False
"('MXC', 'SFNC')",False,False
"('SCSC', 'CLPR')",False,False
"('AMSWA', 'FALC')",False,False
"('AMAR', 'ALPN')",False,False
"('PRTY', 'LILA')",False,True
"('EIG', 'TCP')",False,True
"('VIRC', 'MUA')",False,False
"('UGI', 'KEM')",False,False
"('CUK', 'ALSN')",False,False
"('SNCR', 'GBL')",False,False
"('AMTX', 'NKG')",False,False
"('RES', 'RMBL')",False,False
"('EIP', 'SKY')",False,False
"('DVA', 'GRF')",False,False
"('NAV', 'CMA')",False,False
"('PBF', 'MYO')",False,False
"('CCK', 'MOST')",False,False
"('SYY', 'BBK')",False,False
"('NCBS', 'TRGP')",False,False
"('NSP', 'NMI')",False,False
"('SSY', 'DRAD')",False,True
"('RNET', 'FRT')",False,False
"('CIF', 'FCN')",False,False
"('DHX', 'KO')",False,False
"('RNWK', 'TRC')",False,False
"('AMED', 'CVS')",False,False
"('FCB', 'VRSK')",False,False
"('ACMR', 'WHLR')",False,False
"('GLIBA', 'IDT')",False,False
"('SSD', 'YUM')",False,False
"('JVA', 'III')",False,False
"('UIS', 'CI')",False,False
"('FLL', 'SGU')",False,False
"('MMEX', 'CGBD')",False,False
"('WCN', 'NFJ')",False,False
"('TSRI', 'TXSO')",False,False
"('CRMD', 'SGC')",False,False
"('BHE', 'PTRC')",False,False
"('NFJ', 'ENT')",False,False
"('CPE', 'XPO')",False,False
"('APPF', 'PFIS')",False,False
"('UVV', 'CEVA')",False,False
"('ANSS', 'IART')",False,False
"('MNKD', 'KTEC')",False,DISSOLVED
"('BFY', 'ATKR')",False,False
"('Y', 'RUN')",False,False
"('XLNX', 'IIPR')",False,False
