pair,2017Q2,2017Q3
"('ETN', 'EOI')",False,False
"('MSEX', 'TBTC')",False,False
"('WDAY', 'ZEUS')",False,False
"('INTZ', 'FBIZ')",False,False
"('OPGN', 'CARO')",False,True
"('XLRN', 'KRA')",False,False
"('IHRC', 'SELR')",False,DISSOLVED
"('FNMA', 'HRTX')",False,False
"('OMTK', 'momt')",False,False
"('MAN', 'TWMC')",False,False
"('ONDK', 'HSY')",False,False
"('DTRM', 'BSD')",False,False
"('SBOW', 'ONB')",False,False
"('STAA', 'DAN')",False,False
"('AVY', 'WFCF')",False,False
"('IGEN', 'FNLC')",False,False
"('BYD', 'MBOT')",False,False
"('AEE', 'UPL')",False,False
"('KF', 'GDL')",False,False
"('BLFS', 'CNXN')",False,False
"('NBRV', 'EHT')",False,False
"('ACHC', 'BWFG')",False,False
"('CALL', 'STRL')",False,False
"('HSC', 'UNB')",False,False
"('DECK', 'BBBY')",False,False
"('IRT', 'JGH')",False,True
"('ARCB', 'SLM')",False,False
"('ZTS', 'BHLB')",False,False
"('PARR', 'KALU')",False,False
"('AHH', 'SBGI')",False,False
"('NWLI', 'LEG')",False,False
"('MXIM', 'KOP')",False,False
"('WST', 'LHO')",False,False
"('FTLF', 'SAM')",False,False
"('BSPK', 'AXTI')",False,DISSOLVED
"('P', 'MCF')",False,DISSOLVED
"('SLB', 'DEA')",False,False
"('CTGO', 'GLBZ')",False,False
"('OCX', 'DVN')",False,False
"('BLBD', 'ARQL')",False,False
"('RGLD', 'NMFC')",False,False
"('SDPI', 'TRCH')",False,False
"('RH', 'BWXT')",False,False
"('EXC', 'BCC')",False,False
"('AGTK', 'AYI')",False,False
"('JCTCF', 'NEO')",False,False
"('XRAY', 'CMCO')",False,False
"('NCOM', 'MITL')",False,DISSOLVED
"('OPOF', 'BOOT')",False,False
"('NRT', 'RLJ')",False,False
"('SNCR', 'MDC')",False,False
"('ANSS', 'DLHC')",False,False
"('MKL', 'BSE')",False,False
"('FPI', 'ASPS')",False,True
"('KNL', 'FEYE')",False,False
"('GME', 'IBP')",False,False
"('HAFC', 'JACK')",False,False
"('CHMI', 'LYB')",False,False
"('FMI', 'CNDT')",False,False
"('DRNG', 'CINF')",False,False
"('SASR', 'RDN')",False,False
"('RARE', 'ARTX')",False,False
"('OSK', 'ACRE')",True,False
"('EMR', 'ATO')",False,False
"('ALV', 'TACO')",False,False
"('AGRX', 'GWB')",False,False
"('qpwr', 'SAMG')",False,False
"('NWBO', 'SUP')",False,False
"('RFP', 'PE')",False,False
"('WGL', 'EVA')",False,DISSOLVED
"('EBS', 'ALX')",False,False
"('SWM', 'CRL')",False,False
"('CDR', 'RIV')",False,False
"('DNP', 'MGEN')",True,False
"('NYMT', 'NP')",False,False
"('TRV', 'BAF')",False,False
"('QTNA', 'HNDI')",False,False
"('ISD', 'PROV')",False,False
"('EMAN', 'VRTV')",False,False
"('FPI', 'PCAR')",False,False
"('FET', 'MSFT')",False,False
"('LDL', 'KDMN')",False,False
"('CEQP', 'PRAA')",False,False
"('GDV', 'MUSA')",False,False
"('CHEF', 'PYPL')",False,False
"('SCKT', 'BPFH')",True,False
"('LIND', 'FLDM')",False,False
"('UMBF', 'SNDX')",False,False
"('AMG', 'IFMK')",False,False
"('LMNR', 'DKS')",False,False
"('SCX', 'MINI')",False,False
"('RFIL', 'VIVO')",False,False
"('MTDR', 'NTRS')",False,False
"('WTFC', 'ffkt')",False,False
"('ADM', 'SNDX')",False,False
"('FE', 'RGR')",False,False
