pair,2017Q2
"('KSS', 'CHS')",True
"('MET', 'PFE')",False
"('MET', 'NLSN')",False
"('DISCK', 'STRA')",False
"('DISCA', 'STRA')",False
"('NBIX', 'ALKS')",False
"('NBIX', 'EPZM')",False
"('NTCT', 'COR')",False
"('PCAR', 'BEN')",False
"('MC', 'PCRX')",False
"('UNH', 'WMT')",False
"('UNH', 'AA')",False
"('UNH', 'JPM')",False
"('KSS', 'HAIN')",True
"('ITRI', 'PSA')",False
"('ITRI', 'PSB')",False
"('AVEO', 'VNDA')",False
"('AVEO', 'EPZM')",False
"('AVEO', 'GNCA')",False
"('AVEO', 'MDGL')",False
"('CRMT', 'UNIT')",False
"('EQIX', 'PLD')",False
"('EQIX', 'ESS')",False
"('SHO', 'MATX')",False
"('WTT', 'HSON')",False
"('PLD', 'CERN')",False
"('PLD', 'CI')",False
"('BGFV', 'DLB')",False
"('MPC', 'HAL')",False
"('URI', 'ABM')",False
"('BNY', 'MUI')",False
"('BNY', 'MHN')",False
"('BNY', 'BFY')",False
"('BNY', 'BQH')",False
"('BNY', 'BSE')",False
"('BNY', 'MYN')",False
"('BNY', 'MNE')",False
"('BNY', 'BKN')",True
"('CPN', 'CHTR')",False
"('CPN', 'TMHC')",False
"('SPR', 'CNC')",False
"('VGM', 'VMC')",False
"('CHCT', 'QHC')",False
"('AMBA', 'IPHI')",False
"('HLNE', 'ETM')",False
"('HLNE', 'ACTA')",False
"('SGMS', 'REV')",False
"('HSY', 'CL')",False
"('GEN', 'JELD')",False
"('HUM', 'KEY')",False
"('MKL', 'INAP')",False
"('GPK', 'TSE')",False
"('WRB', 'PFE')",False
"('WRB', 'KMX')",False
"('EFX', 'ANET')",True
"('ADS', 'NWE')",False
"('KNSL', 'MC')",False
"('BEN', 'AVY')",False
"('BEN', 'FLR')",False
"('BSF', 'T')",False
"('CMCO', 'TEL')",False
"('TFX', 'DFS')",False
"('CUTR', 'ABAX')",True
"('AKAM', 'VMW')",False
"('CRTO', 'RSYS')",False
"('DRH', 'AI')",False
"('DRH', 'MMMB')",False
"('DRH', 'XNAFX')",False
"('MYE', 'FLL')",False
"('MUR', 'TCP')",False
"('UTX', 'LOW')",False
"('UTX', 'AL')",False
"('SCD', 'MNP')",False
"('SCD', 'GFY')",False
"('SCD', 'EHI')",False
"('SCD', 'TLI')",False
"('SCD', 'GDO')",False
"('SCD', 'MHF')",False
"('SCD', 'EMD')",False
"('SCD', 'DMO')",False
"('SCD', 'IGI')",False
"('SCD', 'XWAMX')",False
"('SCD', 'BWG')",False
"('SCD', 'HIX')",False
"('SCD', 'MMU')",False
"('SCD', 'SBI')",False
"('SCD', 'XWMFX')",False
"('SCD', 'HIO')",False
"('SCD', 'MTT')",False
"('PCRX', 'CHMA')",False
"('PCRX', 'AMRN')",False
"('BW', 'VST')",False
"('LOGM', 'EVBG')",False
"('FIBK', 'SCHN')",False
"('JQC', 'NEV')",False
"('JQC', 'NCB')",False
"('JQC', 'JMF')",False
"('JQC', 'NHA')",False
"('JQC', 'NIQ')",False
"('JQC', 'SPXX')",False
"('JQC', 'JRI')",False
"('JQC', 'JCE')",False
"('JQC', 'NMS')",False
"('JQC', 'JPI')",False
"('JQC', 'JFR')",False
"('JQC', 'QQQX')",False
"('JQC', 'DIAX')",False
"('JQC', 'JMLP')",False
"('JQC', 'NPN')",False
"('JQC', 'JRO')",False
"('JQC', 'JTD')",False
"('JQC', 'JHY')",False
"('JQC', 'NMZ')",False
"('JQC', 'NBB')",False
"('JQC', 'JLS')",False
"('JQC', 'BXMX')",False
"('JQC', 'NJV')",False
"('JQC', 'NUW')",False
"('JQC', 'JSD')",False
"('JQC', 'JGH')",False
"('JQC', 'NYV')",False
"('JQC', 'NID')",False
"('JQC', 'JHB')",False
"('FORM', 'ACLS')",False
"('FORM', 'VECO')",False
"('NFG', 'DUK')",False
"('HIX', 'MNP')",False
"('HIX', 'GFY')",False
"('HIX', 'CEM')",False
"('HIX', 'EHI')",False
"('HIX', 'TLI')",False
"('HIX', 'GDO')",False
"('HIX', 'CTR')",False
"('HIX', 'MHF')",False
"('HIX', 'EMD')",False
"('HIX', 'DMO')",False
"('HIX', 'EMO')",False
"('HIX', 'IGI')",False
"('HIX', 'XWAMX')",False
"('HIX', 'BWG')",False
"('HIX', 'MMU')",False
"('HIX', 'SBI')",False
"('HIX', 'XWMFX')",False
"('HIX', 'HIO')",False
"('HIX', 'MTT')",False
"('ITT', 'IFF')",False
"('PEGI', 'OMC')",False
"('PEGI', 'HAS')",False
"('SHO', 'CXP')",False
"('HD', 'UPS')",False
"('ACLS', 'PGR')",False
"('ASTE', 'DXYN')",False
"('ANDE', 'LBY')",False
"('CRVS', 'AGIO')",True
"('AME', 'OI')",False
"('ROP', 'SPR')",False
"('RRGB', 'ZUMZ')",False
"('ESPR', 'VIVE')",False
"('SGMO', 'FPRX')",False
"('SGMO', 'DERM')",False
"('SGMO', 'ASMB')",False
"('HPE', 'GM')",False
"('EMO', 'MNP')",False
"('EMO', 'GFY')",False
"('EMO', 'EHI')",False
"('EMO', 'TLI')",False
"('EMO', 'GDO')",False
"('EMO', 'MHF')",False
"('EMO', 'EMD')",False
"('EMO', 'DMO')",False
"('EMO', 'IGI')",False
"('EMO', 'XWAMX')",False
"('EMO', 'BWG')",True
"('EMO', 'MMU')",False
"('EMO', 'SBI')",False
"('EMO', 'XWMFX')",False
"('EMO', 'HIO')",False
"('EMO', 'MTT')",False
"('AET', 'SYF')",False
"('AET', 'TROW')",False
"('NCB', 'NEV')",False
"('NCB', 'JMF')",False
"('NCB', 'NHA')",False
"('NCB', 'NIQ')",False
"('NCB', 'SPXX')",False
"('NCB', 'JRI')",False
"('NCB', 'JCE')",False
"('NCB', 'NMS')",False
"('NCB', 'JPI')",False
"('NCB', 'JFR')",False
"('NCB', 'QQQX')",False
"('NCB', 'DIAX')",False
"('NCB', 'JMLP')",False
"('NCB', 'NPN')",False
"('NCB', 'JRO')",False
"('NCB', 'JTD')",False
"('NCB', 'JHY')",False
"('NCB', 'NMZ')",False
"('NCB', 'NBB')",False
"('NCB', 'JLS')",False
"('NCB', 'BXMX')",False
"('NCB', 'NJV')",False
"('NCB', 'NUW')",False
"('NCB', 'JSD')",False
"('NCB', 'JGH')",False
"('NCB', 'NYV')",False
"('NCB', 'NID')",False
"('NCB', 'JHB')",False
"('MDT', 'GIS')",False
"('UNVR', 'PNW')",False
"('UNVR', 'SERV')",True
"('SCG', 'SON')",False
"('FRPT', 'INT')",False
"('GBNK', 'PACW')",False
"('KSU', 'MGI')",False
"('BLL', 'FE')",False
"('CVX', 'HON')",False
"('ANGI', 'MATR')",False
"('TPH', 'MBI')",False
"('TPH', 'ESRT')",False
"('ASTE', 'MAA')",False
"('ALL', 'MS')",False
"('ALL', 'EBAY')",False
"('WEN', 'TIF')",False
"('DXLG', 'ECPG')",False
"('DXLG', 'ATSG')",False
"('DXLG', 'HSII')",False
"('ELY', 'CAVM')",False
"('CTI', 'XENE')",False
"('CTIC', 'XENE')",False
"('CTI', 'GLYC')",True
"('CTIC', 'GLYC')",False
"('MORN', 'EGOV')",False
"('AES', 'CCK')",False
"('AES', 'CBI')",False
"('BA', 'SRCL')",False
"('LNCE', 'LNC')",False
"('LEA', 'CTB')",False
"('RTRX', 'RIGL')",False
"('RTRX', 'NBIX')",False
"('RTRX', 'NVUS')",False
"('HPE', 'BR')",False
"('TKR', 'WRK')",False
"('TKR', 'BK')",False
"('HCCI', 'CLMT')",True
"('WLTW', 'MMS')",False
"('CE', 'ASH')",False
"('MXL', 'EFOI')",False
"('F', 'MET')",False
"('F', 'T')",False
"('F', 'DUK')",False
"('AMGN', 'CVX')",False
"('AMGN', 'AL')",False
"('ALXN', 'INSM')",False
"('CCO', 'NRZ')",False
"('LIFE', 'SELB')",False
"('GDL', 'GAB')",False
"('GDL', 'GDV')",False
"('GDL', 'BCV')",True
"('GDL', 'GCV')",False
"('GDL', 'ECF')",False
"('GDL', 'GGN')",False
"('GDL', 'GNT')",False
"('GDL', 'GUT')",False
"('GDL', 'GGZ')",False
"('GDL', 'GGO')",False
"('GDL', 'GGT')",False
"('GDL', 'GLU')",False
"('GDL', 'GRX')",False
"('UNVR', 'OSK')",False
"('UNVR', 'CC')",False
"('GLT', 'PENN')",False
"('ASIX', 'SND')",False
"('DG', 'AZO')",False
"('CORT', 'CERS')",False
"('NPTN', 'VMW')",False
"('AABA', 'WMT')",False
"('HLX', 'DRQ')",False
"('BPOP', 'INOV')",False
"('SRC', 'VTR')",False
"('MDRX', 'OSUR')",False
"('PHM', 'GWW')",False
"('PHM', 'SRCL')",False
"('WFC', 'DIS')",False
"('MTOR', 'TXT')",False
"('FTNT', 'AMC')",False
"('RTRX', 'LGND')",False
"('SF', 'VMW')",False
"('RGNX', 'APVO')",False
"('TECD', 'USFD')",False
"('SPKE', 'MYRG')",False
"('LRCX', 'SPLK')",False
"('EA', 'SABR')",False
"('CXP', 'REG')",False
"('ZYNE', 'WST')",False
"('ANET', 'GOOG')",False
"('ANET', 'GLUU')",False
"('ALNY', 'BUFF')",False
"('MTOR', 'CE')",False
"('TRMB', 'WDAY')",False
"('EPZM', 'ALKS')",False
"('CTB', 'CMI')",True
"('CUBE', 'STAG')",False
"('CBOE', 'ACGL')",False
"('MDLZ', 'THRM')",False
"('KMB', 'MA')",False
"('RP', 'KRC')",False
"('RP', 'CPT')",False
"('EFOI', 'MLNX')",False
"('USNA', 'SNFCA')",False
"('AMT', 'VG')",False
"('AIRG', 'IDCC')",False
"('FC', 'CRAI')",False
"('CREE', 'MLM')",False
"('KOP', 'WAB')",False
"('KOP', 'GWR')",False
"('KRC', 'REXR')",False
"('FMBI', 'ZBRA')",False
"('WTT', 'EDGW')",False
"('ABM', 'XHR')",False
"('SAIC', 'LNT')",False
"('SIGA', 'PRGO')",False
"('AI', 'MMMB')",False
"('AI', 'XNAFX')",False
"('HTZ', 'SEE')",False
"('HTZ', 'WBC')",False
"('SRE', 'KEYS')",False
"('OMED', 'LGND')",False
"('TRC', 'CAA')",False
"('MET', 'BGT')",False
"('MET', 'BGR')",False
"('MET', 'BDJ')",False
"('MET', 'BGY')",False
"('MET', 'BTZ')",False
"('MET', 'BME')",False
"('MET', 'BLW')",False
"('MET', 'HYT')",False
"('GLW', 'MRK')",False
"('SPAR', 'LINC')",False
"('GNMX', 'CFRX')",False
"('CVG', 'CAR')",False
"('AVXS', 'VRTX')",False
"('MDC', 'ZION')",False
"('INSW', 'AMN')",False
"('AP', 'DISCK')",False
"('AP', 'DISCA')",False
"('YORW', 'CVLY')",False
"('AMRN', 'AGN')",False
"('TNAV', 'CDNA')",False
"('ACOR', 'FPRX')",False
"('MNTA', 'FOLD')",False
"('AKBA', 'CMRX')",False
"('FIVN', 'FEYE')",False
"('VCRA', 'IPAS')",False
"('SRCH', 'TIPT')",False
"('INGR', 'ECL')",False
"('IMPV', 'LB')",False
"('IMPV', 'SPLP')",False
"('IMPV', 'AMTD')",False
"('BEN', 'RWT')",False
"('BEN', 'ATAX')",False
"('KSS', 'GT')",False
"('FLIR', 'HBIO')",False
"('FGEN', 'HALO')",False
"('ERI', 'RPAI')",False
"('BIOL', 'A')",False
"('NSM', 'DDR')",False
"('MAR', 'CAT')",False
"('HLT', 'BRX')",False
"('TMO', 'HOLX')",False
"('TMO', 'VRTX')",False
"('VRTX', 'TTPH')",False
"('BERY', 'RLJ')",False
"('BERY', 'FITB')",False
"('BERY', 'MPC')",False
"('SANW', 'JASN')",False
"('SANW', 'DLHC')",False
"('SANW', 'SUMR')",False
"('SANW', 'TLSRP')",False
"('SANW', 'GLYE')",False
"('RIGL', 'NBIX')",False
"('MDLZ', 'WEN')",False
"('MDLZ', 'SYY')",False
"('MXE', 'KF')",False
"('MXE', 'LAQ')",True
"('MXE', 'TDF')",False
"('MXE', 'TWN')",False
"('MXE', 'IIF')",False
"('MXE', 'IF')",False
"('MXE', 'ABE')",False
"('MXE', 'TTF')",False
"('BYBK', 'PLUS')",False
"('HMN', 'STLD')",True
"('STAG', 'HHC')",False
"('MET', 'T')",False
"('MET', 'DUK')",False
"('AYI', 'UFS')",True
"('PFE', 'AVP')",False
"('ROP', 'AMTD')",False
"('IRIX', 'MASI')",False
"('LPG', 'GWR')",False
"('LPG', 'CKH')",False
"('OMI', 'BMRN')",False
"('HCOM', 'USCR')",False
"('HCOM', 'SIX')",True
"('ICPT', 'LIFE')",False
"('CI', 'CDW')",False
"('CPK', 'SBCF')",False
"('AMBA', 'FTNT')",False
"('AMBA', 'EQIX')",False
"('AMBA', 'FIT')",False
"('MD', 'RSG')",False
"('HMSY', 'FMBI')",False
"('SYK', 'PODD')",False
"('AVXS', 'RARE')",True
"('AVXS', 'SGEN')",False
"('SCHN', 'R')",False
"('VRTV', 'K')",False
"('TMO', 'CMI')",False
"('TMO', 'TEL')",False
"('CENX', 'SSD')",False
"('BLKB', 'STRI')",False
"('RLGY', 'AMTD')",False
"('RLGY', 'GWW')",False
"('BLDR', 'PGTI')",False
"('ELON', 'ADSK')",False
"('ELON', 'GDDY')",False
"('WIFI', 'TECD')",False
"('NMS', 'NEV')",False
"('NMS', 'JMF')",False
"('NMS', 'NHA')",False
"('NMS', 'NIQ')",False
"('NMS', 'SPXX')",False
"('NMS', 'JRI')",False
"('NMS', 'JCE')",False
"('NMS', 'JPI')",False
"('NMS', 'JFR')",False
"('NMS', 'QQQX')",False
"('NMS', 'DIAX')",False
"('NMS', 'JMLP')",False
"('NMS', 'NPN')",False
"('NMS', 'JRO')",False
"('NMS', 'JTD')",False
"('NMS', 'JHY')",False
"('NMS', 'NMZ')",False
"('NMS', 'NBB')",False
"('NMS', 'JLS')",False
"('NMS', 'BXMX')",False
"('NMS', 'NJV')",False
"('NMS', 'NUW')",True
"('NMS', 'JSD')",False
"('NMS', 'JGH')",False
"('NMS', 'NYV')",False
"('NMS', 'NID')",False
"('NMS', 'JHB')",False
"('PFBI', 'FGBI')",False
"('GGN', 'GAB')",False
"('GGN', 'GDV')",False
"('GGN', 'BCV')",False
"('GGN', 'GCV')",False
"('GGN', 'ECF')",False
"('GGN', 'GNT')",False
"('GGN', 'GUT')",False
"('GGN', 'GGZ')",False
"('GGN', 'GGO')",False
"('GGN', 'GGT')",False
"('GGN', 'GLU')",False
"('GGN', 'GRX')",False
"('MSCI', 'ALL')",False
"('BXS', 'ADTN')",False
"('MSI', 'VMW')",False
"('FLR', 'INFO')",False
"('BGY', 'BGIO')",False
"('KIRK', 'DG')",False
"('CCK', 'BAC')",False
"('PII', 'IDXX')",False
"('NSTG', 'IRBT')",False
"('PFG', 'ANTM')",False
"('MS', 'WK')",False
"('CALD', 'SLAB')",False
"('NOW', 'VAR')",False
"('ZAYO', 'MORN')",False
"('GNC', 'JBT')",False
"('GNC', 'FL')",False
"('JCP', 'GME')",False
"('CCL', 'VLO')",False
"('REPH', 'RWLK')",False
"('WHR', 'IMPV')",False
"('SCL', 'AIR')",False
"('SNPS', 'JNPR')",False
"('SNPS', 'MU')",False
"('KNL', 'BLKB')",False
"('HSY', 'IRM')",False
"('HSY', 'DVA')",False
"('STI', 'SAIC')",False
"('HOS', 'GTLS')",False
"('MKSI', 'ESE')",False
"('RSG', 'KFRC')",False
"('BLW', 'BGIO')",True
"('HTA', 'FFWM')",False
"('IBKC', 'LAMR')",False
"('DYN', 'EE')",False
"('NP', 'SUP')",False
"('SXC', 'RPXC')",False
"('GWR', 'WAB')",False
"('CMCO', 'DAR')",False
"('CMCO', 'AEP')",False
"('XPER', 'ADSK')",False
"('XPER', 'ARW')",False
"('ED', 'PBI')",False
"('CBL', 'AVB')",False
"('CBL', 'VER')",False
"('ENDP', 'PRTA')",False
"('ENDP', 'ALKS')",False
"('CMC', 'MTX')",False
"('PMD', 'LKQ')",False
"('PMD', 'BRKS')",False
"('BXS', 'SO')",False
"('CCXI', 'MCO')",False
"('WNC', 'GXP')",False
"('AAWW', 'CE')",False
"('STMP', 'PRGO')",False
"('STMP', 'BMY')",False
"('MDT', 'CPN')",False
"('MDT', 'AAL')",False
"('LAND', 'GAIN')",False
"('EHI', 'MNP')",False
"('EHI', 'GFY')",False
"('EHI', 'CEM')",False
"('EHI', 'TLI')",False
"('EHI', 'GDO')",False
"('EHI', 'CTR')",False
"('EHI', 'MHF')",False
"('EHI', 'EMD')",False
"('EHI', 'DMO')",False
"('EHI', 'IGI')",False
"('EHI', 'XWAMX')",False
"('EHI', 'BWG')",False
"('EHI', 'MMU')",False
"('EHI', 'SBI')",False
"('EHI', 'XWMFX')",False
"('EHI', 'HIO')",False
"('EHI', 'MTT')",False
"('MGRC', 'FOXF')",False
"('MMC', 'BAC')",False
"('PVH', 'DKS')",False
"('TPX', 'HBAN')",False
"('MAS', 'JCP')",False
"('INFO', 'SWKS')",False
"('ONCS', 'SPPI')",False
"('BAH', 'IART')",False
"('T', 'UPS')",False
"('JBT', 'FL')",False
"('IHD', 'IRR')",False
"('IHD', 'IDE')",False
"('IHD', 'PPR')",False
"('IHD', 'IGA')",False
"('SIGA', 'FCB')",False
"('SSI', 'CONN')",False
"('PHH', 'THG')",False
"('AKS', 'AI')",False
"('ESRX', 'HON')",False
"('ESRX', 'PRU')",False
"('TWI', 'NAV')",False
"('TWI', 'LGF-A')",False
"('TWI', 'LGF-B')",False
"('SENS', 'GRPN')",False
"('VHC', 'TA')",False
"('ALLE', 'JELD')",False
"('DMF', 'DSM')",False
"('DMF', 'LEO')",True
"('DMF', 'DHF')",False
"('DMF', 'DMB')",False
"('VRTX', 'FOLD')",False
"('PEO', 'ADX')",False
"('DTE', 'DDD')",False
"('DTE', 'CR')",False
"('HSIC', 'FRGI')",False
"('WTR', 'BMTC')",False
"('ICE', 'ALL')",False
"('GWW', 'PPL')",False
"('GWW', 'UPS')",False
"('EVT', 'ETJ')",False
"('EVT', 'EIP')",False
"('EVT', 'EFR')",False
"('EVT', 'EIM')",False
"('EVT', 'ETW')",False
"('EVT', 'EFF')",False
"('EVT', 'NYH')",False
"('EVT', 'EVP')",False
"('EVT', 'MAB')",False
"('EVT', 'MMV')",True
"('EVT', 'EVY')",False
"('EVT', 'EVO')",False
"('EVT', 'EVM')",False
"('EVT', 'EIO')",False
"('EVT', 'ETO')",False
"('EVT', 'ETB')",False
"('EVT', 'ETV')",False
"('EVT', 'CEV')",False
"('EVT', 'EVN')",False
"('EVT', 'EXD')",False
"('EVT', 'EXG')",False
"('EVT', 'ETX')",False
"('EVT', 'ETY')",False
"('EVT', 'EHT')",False
"('EVT', 'EFT')",False
"('EVT', 'ENX')",False
"('EVT', 'EIA')",False
"('EVT', 'ETG')",False
"('EVT', 'EVF')",False
"('EVT', 'EOT')",False
"('EVT', 'MIW')",False
"('EVT', 'EVG')",False
"('EVT', 'EOS')",False
"('EVT', 'EOI')",False
"('ICHR', 'AEIS')",False
"('ICHR', 'IVAC')",False
"('TEI', 'FT')",False
"('TEI', 'FTF')",False
"('JNPR', 'EQIX')",False
"('XHR', 'TPC')",False
"('OHI', 'ACC')",False
"('COMM', 'CARO')",False
"('AOS', 'RXN')",False
"('AOS', 'FSS')",False
"('IPG', 'FBHS')",True
"('CG', 'PGR')",False
"('CC', 'PARR')",False
"('TSRO', 'FPRX')",True
"('LZB', 'CMS')",False
"('UNH', 'TNC')",False
"('PRGO', 'TBPH')",False
"('PRGX', 'B')",False
"('PRGX', 'EXPR')",False
"('PRGX', 'HVT')",False
"('FHN', 'HVT')",False
"('AGRX', 'REPH')",False
"('AGRX', 'INSM')",False
"('MMC', 'AVY')",False
"('MMC', 'AIR')",False
"('MMC', 'EXC')",False
"('ILMN', 'FATE')",False
"('PRU', 'SJM')",False
"('AOBC', 'SYNA')",False
"('CCO', 'TCBI')",False
"('RGEN', 'BIVV')",False
"('INWK', 'GRUB')",False
"('LNG', 'PYPL')",False
"('LNG', 'HLF')",False
"('ZYNE', 'FSAM')",False
"('ZYNE', 'PLXP')",False
"('INCY', 'ACAD')",False
"('INCY', 'IDRA')",False
"('INCY', 'ALXN')",False
"('INCY', 'BGNE')",False
"('CUDA', 'NTAP')",False
"('XOMA', 'EXEL')",False
"('XOMA', 'ATHX')",False
"('XOMA', 'SITE')",False
"('ASNA', 'AGFS')",False
"('RMD', 'NUVA')",False
"('MIK', 'BLMN')",False
"('MIK', 'BURL')",False
"('MIK', 'CHS')",False
"('QTNA', 'CDNS')",False
"('CAG', 'AVY')",False
"('CAG', 'PRGO')",True
"('FL', 'SJM')",False
"('SPTN', 'STKL')",False
"('SPTN', 'LKSD')",False
"('VRTV', 'THG')",False
"('MPAA', 'HLI')",False
"('CRI', 'ROP')",False
"('PWR', 'TISI')",False
"('GT', 'BG')",False
"('AKBA', 'TRVN')",False
"('AKBA', 'IDRA')",False
"('ALSN', 'SPR')",False
"('VLY', 'IPG')",False
"('INTC', 'COLM')",False
"('MAR', 'FR')",False
"('MAR', 'BXP')",False
"('JBL', 'SYKE')",False
"('ESNT', 'BKU')",True
"('EVM', 'ETJ')",False
"('EVM', 'EIP')",False
"('EVM', 'EFR')",False
"('EVM', 'EIM')",False
"('EVM', 'ETW')",False
"('EVM', 'EFF')",False
"('EVM', 'NYH')",False
"('EVM', 'EVP')",False
"('EVM', 'MAB')",False
"('EVM', 'MMV')",True
"('EVM', 'EVY')",False
"('EVM', 'EVO')",False
"('EVM', 'EIO')",False
"('EVM', 'ETO')",False
"('EVM', 'ETB')",False
"('EVM', 'ETV')",False
"('EVM', 'CEV')",False
"('EVM', 'EVN')",False
"('EVM', 'EXD')",False
"('EVM', 'EXG')",False
"('EVM', 'ETX')",False
"('EVM', 'ETY')",True
"('EVM', 'EHT')",False
"('EVM', 'EFT')",False
"('EVM', 'ENX')",True
"('EVM', 'EIA')",False
"('EVM', 'ETG')",False
"('EVM', 'EVF')",False
"('EVM', 'EOT')",False
"('EVM', 'MIW')",False
"('EVM', 'EVG')",False
"('EVM', 'EOS')",False
"('EVM', 'EOI')",True
"('FISI', 'AIN')",False
"('KMPR', 'STAY')",False
"('HI', 'PBI')",False
"('CVX', 'DUK')",False
"('WY', 'FISV')",False
"('CVS', 'JPM')",False
"('CBAY', 'PCRX')",False
"('CLB', 'FI')",False
"('HD', 'PBPB')",False
"('GIS', 'TNC')",False
"('MATX', 'BOH')",False
"('FLDM', 'FLXN')",False
"('ALX', 'UE')",False
"('FLIR', 'NWN')",False
"('HXL', 'MTSC')",False
"('ASTE', 'BMI')",False
"('AMCX', 'RL')",False
"('WY', 'PCAR')",False
"('DVMT', 'VMW')",False
"('INCY', 'BLCM')",False
"('ADM', 'NOC')",False
"('REXR', 'RILY')",False
"('ATR', 'MKC')",False
"('CTI', 'LPNT')",False
"('CTIC', 'LPNT')",False
"('CQP', 'MCF')",False
"('CQP', 'CLR')",False
"('IDT', 'STRP')",False
"('PEI', 'SFE')",False
"('PEI', 'VG')",False
"('HTH', 'SGMS')",False
"('HTH', 'FCX')",False
"('LSCG', 'CREX')",False
"('EGY', 'TTEN')",False
"('CI', 'ARMK')",False
"('BXP', 'FR')",False
"('AJRD', 'BXP')",False
"('GPRE', 'CMT')",False
"('JNPR', 'MU')",False
"('JNPR', 'TER')",False
"('AEO', 'H')",False
"('UPS', 'PPL')",False
"('AXP', 'JWN')",False
"('NVRO', 'CNCE')",False
"('EVN', 'ETJ')",False
"('EVN', 'EIP')",False
"('EVN', 'EFR')",False
"('EVN', 'EIM')",False
"('EVN', 'ETW')",False
"('EVN', 'EFF')",True
"('EVN', 'NYH')",False
"('EVN', 'EVP')",False
"('EVN', 'MAB')",False
"('EVN', 'MMV')",False
"('EVN', 'EVY')",False
"('EVN', 'EVO')",False
"('EVN', 'EIO')",False
"('EVN', 'ETO')",False
"('EVN', 'ETB')",True
"('EVN', 'ETV')",True
"('EVN', 'CEV')",False
"('EVN', 'EXD')",False
"('EVN', 'EXG')",False
"('EVN', 'ETX')",False
"('EVN', 'ETY')",False
"('EVN', 'EHT')",True
"('EVN', 'EFT')",False
"('EVN', 'ENX')",False
"('EVN', 'EIA')",False
"('EVN', 'ETG')",False
"('EVN', 'EVF')",False
"('EVN', 'EOT')",False
"('EVN', 'MIW')",False
"('EVN', 'EVG')",False
"('EVN', 'EOS')",False
"('EVN', 'EOI')",False
"('SAM', 'DEA')",False
"('SITE', 'JCI')",False
"('AA', 'LB')",False
"('PRTA', 'ALKS')",True
"('ATRA', 'ITCI')",False
"('ATRA', 'ARE')",False
"('IMGN', 'LIFE')",False
"('IMGN', 'BPMC')",False
"('IMGN', 'IDRA')",False
"('FXNC', 'SHEN')",True
"('ORC', 'MTZ')",False
"('XENE', 'GLYC')",False
"('ACLS', 'VECO')",False
"('ACTA', 'BDN')",True
"('REGI', 'TNH')",False
"('FIBK', 'BKH')",False
"('FIBK', 'TMUS')",False
"('OSG', 'AMN')",False
"('BYD', 'HGV')",True
"('BYD', 'NVR')",False
"('TLI', 'MNP')",False
"('TLI', 'GFY')",False
"('TLI', 'CEM')",False
"('TLI', 'GDO')",False
"('TLI', 'CTR')",False
"('TLI', 'MHF')",False
"('TLI', 'EMD')",False
"('TLI', 'DMO')",False
"('TLI', 'IGI')",False
"('TLI', 'XWAMX')",False
"('TLI', 'BWG')",False
"('TLI', 'MMU')",False
"('TLI', 'SBI')",False
"('TLI', 'XWMFX')",False
"('TLI', 'HIO')",False
"('TLI', 'MTT')",False
"('AEO', 'RDN')",False
"('AEO', 'VTVT')",False
"('DHX', 'EGL')",False
"('BLBD', 'EVTC')",False
"('UTHR', 'EBS')",False
"('AA', 'HPQ')",False
"('AA', 'DLTR')",False
"('FIX', 'ST')",False
"('COLL', 'PODD')",False
"('UNFI', 'CDOR')",False
"('RXN', 'HY')",False
"('HTM', 'TLF')",False
"('SUP', 'OESX')",False
"('SRE', 'ADM')",False
"('CHS', 'NTRI')",False
"('LDOS', 'BWA')",True
"('CHE', 'TNXP')",False
"('KODK', 'OSG')",False
"('PBYI', 'PTGX')",False
"('TRNO', 'SNX')",False
"('HVT', 'EFX')",False
"('GERN', 'BMRN')",False
"('GERN', 'CHRS')",False
"('GNC', 'DNKN')",False
"('PGR', 'HSY')",False
"('MSFT', 'DHR')",False
"('FE', 'AWK')",False
"('FE', 'MTZ')",False
"('NOV', 'FLR')",False
"('AGN', 'ALXN')",False
"('ETR', 'GWW')",False
"('MCRB', 'AIMT')",False
"('CRVS', 'QTWO')",True
"('AMGN', 'TWX')",False
"('MRLN', 'PKOH')",True
"('HAWK', 'ONDK')",False
"('WFC', 'K')",False
"('CTL', 'GWW')",False
"('JCE', 'NEV')",False
"('JCE', 'JMF')",False
"('JCE', 'NHA')",False
"('JCE', 'NIQ')",False
"('JCE', 'SPXX')",False
"('JCE', 'JRI')",False
"('JCE', 'JPI')",False
"('JCE', 'JFR')",True
"('JCE', 'QQQX')",False
"('JCE', 'DIAX')",True
"('JCE', 'JMLP')",False
"('JCE', 'NPN')",False
"('JCE', 'JRO')",False
"('JCE', 'JTD')",False
"('JCE', 'JHY')",False
"('JCE', 'NMZ')",False
"('JCE', 'NBB')",False
"('JCE', 'JLS')",False
"('JCE', 'BXMX')",False
"('JCE', 'NJV')",False
"('JCE', 'NUW')",False
"('JCE', 'JSD')",False
"('JCE', 'JGH')",False
"('JCE', 'NYV')",False
"('JCE', 'NID')",False
"('JCE', 'JHB')",False
"('JPI', 'NEV')",False
"('JPI', 'JMF')",False
"('JPI', 'NHA')",False
"('JPI', 'NIQ')",False
"('JPI', 'SPXX')",False
"('JPI', 'JRI')",False
"('JPI', 'JFR')",False
"('JPI', 'QQQX')",False
"('JPI', 'DIAX')",False
"('JPI', 'JMLP')",False
"('JPI', 'NPN')",False
"('JPI', 'JRO')",False
"('JPI', 'JTD')",False
"('JPI', 'JHY')",False
"('JPI', 'NMZ')",False
