Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-27,28.7,28.7,27.04,27.17,144549.0,0.0,1.0,28.7,28.7,27.04,27.17,144549.0
2018-03-26,28.44,28.58,27.92,28.55,120392.0,0.0,1.0,28.44,28.58,27.92,28.55,120392.0
2018-03-23,29.66,29.66,27.97,27.97,192105.0,0.0,1.0,29.66,29.66,27.97,27.97,192105.0
2018-03-22,29.85,30.28,29.52,29.67,179496.0,0.0,1.0,29.85,30.28,29.52,29.67,179496.0
2018-03-21,29.63,30.49,29.63,30.31,90034.0,0.0,1.0,29.63,30.49,29.63,30.31,90034.0
2018-03-20,29.68,29.99,29.39,29.61,132594.0,0.0,1.0,29.68,29.99,29.39,29.61,132594.0
2018-03-19,29.82,29.85,29.0621,29.67,103109.0,0.0,1.0,29.82,29.85,29.0621,29.67,103109.0
2018-03-16,29.69,30.01,29.59,29.89,316496.0,0.0,1.0,29.69,30.01,29.59,29.89,316496.0
2018-03-15,29.78,29.95,29.12,29.72,78124.0,0.0,1.0,29.78,29.95,29.12,29.72,78124.0
2018-03-14,30.24,30.24,29.53,29.68,156106.0,0.0,1.0,30.24,30.24,29.53,29.68,156106.0
2018-03-13,30.16,30.2927,29.435,30.15,437515.0,0.0,1.0,30.16,30.2927,29.435,30.15,437515.0
2018-03-12,29.6,30.06,29.3,29.99,224015.0,0.0,1.0,29.6,30.06,29.3,29.99,224015.0
2018-03-09,28.63,29.4,28.2,29.37,269303.0,0.0,1.0,28.63,29.4,28.2,29.37,269303.0
2018-03-08,28.5,28.75,28.1579,28.55,132275.0,0.0,1.0,28.5,28.75,28.1579,28.55,132275.0
2018-03-07,27.37,28.51,27.27,28.44,267073.0,0.0,1.0,27.37,28.51,27.27,28.44,267073.0
2018-03-06,26.82,27.67,26.56,27.52,302363.0,0.0,1.0,26.82,27.67,26.56,27.52,302363.0
2018-03-05,26.48,26.87,26.1,26.69,124870.0,0.0,1.0,26.48,26.87,26.1,26.69,124870.0
