Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-27,23.65,23.8,23.1,23.15,1781195.0,0.0,1.0,23.65,23.8,23.1,23.15,1781195.0
2018-03-26,23.4,23.6,23.1,23.6,1774637.0,0.0,1.0,23.4,23.6,23.1,23.6,1774637.0
2018-03-23,23.15,23.5,22.925,23.1,2065250.0,0.0,1.0,23.15,23.5,22.925,23.1,2065250.0
2018-03-22,23.8,23.9,23.05,23.1,2223581.0,0.0,1.0,23.8,23.9,23.05,23.1,2223581.0
2018-03-21,23.7,24.1,23.625,23.9,1916266.0,0.0,1.0,23.7,24.1,23.625,23.9,1916266.0
2018-03-20,23.7,23.975,23.5,23.65,2102465.0,0.0,1.0,23.7,23.975,23.5,23.65,2102465.0
2018-03-19,23.8,23.95,23.55,23.65,1669192.0,0.0,1.0,23.8,23.95,23.55,23.65,1669192.0
2018-03-16,24.5,24.65,23.9,23.95,1982530.0,0.0,1.0,24.5,24.65,23.9,23.95,1982530.0
2018-03-15,24.65,24.65,24.0,24.3,1268027.0,0.0,1.0,24.65,24.65,24.0,24.3,1268027.0
2018-03-14,24.75,24.9,24.175,24.65,2013017.0,0.0,1.0,24.75,24.9,24.175,24.65,2013017.0
2018-03-13,25.2,25.325,24.9,25.1,1756139.0,0.0,1.0,25.2,25.325,24.9,25.1,1756139.0
2018-03-12,24.65,25.4,24.65,25.2,2714901.0,0.0,1.0,24.65,25.4,24.65,25.2,2714901.0
2018-03-09,24.1,24.8,24.05,24.75,1854431.0,0.0,1.0,24.1,24.8,24.05,24.75,1854431.0
2018-03-08,24.3,24.45,23.75,24.05,1207441.0,0.0,1.0,24.3,24.45,23.75,24.05,1207441.0
2018-03-07,24.25,24.7,24.225,24.3,1386137.0,0.0,1.0,24.25,24.7,24.225,24.3,1386137.0
2018-03-06,24.15,24.425,24.0,24.4,1476246.0,0.0,1.0,24.15,24.425,24.0,24.4,1476246.0
2018-03-05,24.6,24.7,24.05,24.1,1697325.0,0.0,1.0,24.6,24.7,24.05,24.1,1697325.0
2018-03-02,23.85,24.65,23.7,24.6,1979085.0,0.0,1.0,23.85,24.65,23.7,24.6,1979085.0
2018-03-01,24.0,24.125,23.6,23.95,2270868.0,0.0,1.0,24.0,24.125,23.6,23.95,2270868.0
2018-02-28,24.75,24.85,24.1,24.1,2410818.0,0.0,1.0,24.75,24.85,24.1,24.1,2410818.0
2018-02-27,25.25,25.3,24.55,24.75,2269286.0,0.0,1.0,25.25,25.3,24.55,24.75,2269286.0
2018-02-26,25.4,25.7,25.2,25.35,1695734.0,0.0,1.0,25.4,25.7,25.2,25.35,1695734.0
2018-02-23,25.2,25.3,24.85,25.3,1807480.0,0.0,1.0,25.2,25.3,24.85,25.3,1807480.0
2018-02-22,25.0,25.65,25.0,25.15,1976442.0,0.0,1.0,25.0,25.65,25.0,25.15,1976442.0
2018-02-21,25.15,25.55,24.775,25.0,2221132.0,0.0,1.0,25.15,25.55,24.775,25.0,2221132.0
2018-02-20,24.7,25.55,24.7,25.25,2533709.0,0.0,1.0,24.7,25.55,24.7,25.25,2533709.0
2018-02-16,25.15,25.3,24.7,25.05,2701991.0,0.0,1.0,25.15,25.3,24.7,25.05,2701991.0
2018-02-15,24.95,25.3,24.75,25.2,3332948.0,0.0,1.0,24.95,25.3,24.75,25.2,3332948.0
2018-02-14,24.05,25.1,24.0,24.75,2568887.0,0.0,1.0,24.05,25.1,24.0,24.75,2568887.0
2018-02-13,23.95,24.2,23.8,24.15,3243599.0,0.0,1.0,23.95,24.2,23.8,24.15,3243599.0
2018-02-12,24.25,24.395,23.85,24.1,2993522.0,0.0,1.0,24.25,24.395,23.85,24.1,2993522.0
2018-02-09,24.7,24.7608,23.2,24.1,5442826.0,0.0,1.0,24.7,24.7608,23.2,24.1,5442826.0
2018-02-08,22.65,25.7,22.65,24.4,7690166.0,0.0,1.0,22.65,25.7,22.65,24.4,7690166.0
2018-02-07,22.45,22.85,22.05,22.15,2754193.0,0.0,1.0,22.45,22.85,22.05,22.15,2754193.0
2018-02-06,21.6,22.65,21.25,22.4,2768255.0,0.0,1.0,21.6,22.65,21.25,22.4,2768255.0
2018-02-05,22.8,22.9,21.95,22.1,2905259.0,0.0,1.0,22.8,22.9,21.95,22.1,2905259.0
